iso_codes,n_feat,cwals_old,cwals_new,id,genus,name
xbi,8,0.125,0.125,xbi,Kombio-Arapesh,Kombio
xbr,9,0.38333333333333336,0.33333333333333337,kam,Central Malayo-Polynesian,Kambera
xch,1,1,1,cmk,Chimakuan,Chemakum
xcw,6,1,1,coa,Coahuiltecan,Coahuilteco
xed,3,0.8888888888888888,0.8666666666666667,hdi,Biu-Mandara,Hdi
xer,1,1,1,xer,Ge-Kaingang,Xerénte
xho,10,0.6,0.6,xho,Bantoid,Xhosa
xmm,2,0,0,mds,Malayo-Sumbawan,Manadonese
xmu,1,1,1,kmw,Eastern Daly,Kamu
xnz,2,1,1,nku,Nubian,Nubian (Kunuz)
xok,1,0.3333333333333333,0,xok,Ge-Kaingang,Xokleng
xom,6,0.5,0.5,kom,Koman,Komo
xpe,3,0.41666666666666663,0.33333333333333337,kpe,Western Mande,Kpelle
xra,3,1,1,krh,Ge-Kaingang,Krahô
xsi,9,0.33333333333333337,0.33333333333333337,sio,Oceanic,Sio
xsl,25,0.5135714285714286,0.4799999999999999,slv,Athapaskan,Slavey
xsq,4,1,1,NA,NA,NA
xsr,3,1,1,she,Bodic,Sherpa
xsu,22,0.2316017316017316,0.158008658008658,snm,Yanomam,Sanuma
xtc,5.5,0.55,0.55,kad,Kadugli,Kadugli
xub,5,0.8,0.8,bkb,Southern Dravidian,Betta Kurumba
xuo,1,0.3333333333333333,0,klk,Mbumic,Koh (Lakka)
xuu,3,0.6666666666666666,0.6666666666666666,kxo,Khoe-Kwadi,Kxoe
xwg,8,0.5,0.5,koe,Surmic,Koegu
xwk,1,1,1,wan,Central Pama-Nyungan,Wangkumara
yaa,4,1,1,yam,Panoan,Yaminahua
yad,23,0.5626293995859213,0.5144927536231884,yag,Peba-Yaguan,Yagua
yae,1,1,1,yrr,NA,Yaruro
yag,3,0.6666666666666666,0.6666666666666666,yah,Yámana,Yahgan
yah,1,0.4,0.25,yaz,Iranian,Yazgulyam
yak,8,0.875,0.875,NA,NA,NA
yao,3,1,1,yao,Bantoid,Yao (in Malawi)
yap,12,0.24305555555555552,0.20833333333333331,yap,Yapese,Yapese
yaq,26,0.5786630036630037,0.5183150183150184,yaq,Cahita,Yaqui
ybi,1,1,1,ybi,Mahakiranti,Yamphu
ycn,2,1,1,ycn,Inland Northern Arawakan,Yucuna
yee,20,0.7083333333333333,0.675,yim,Lower Sepik,Yimas
yey,1,1,1,yey,Bantoid,Yeyi
ygr,10.5,0.8645833333333334,0.8485449735449735,hua,Eastern Highlands,Hua
yia,9,0.7962962962962963,0.7777777777777778,yng,Western Pama-Nyungan,Yingkarta
yii,21,0.3884920634920635,0.326530612244898,yid,Northern Pama-Nyungan,Yidiny
yij,9,0.7777777777777778,0.7777777777777778,yin,Western Pama-Nyungan,Yindjibarndi
ykg,5,1,1,ytu,Yukaghir,Yukaghir (Tundra)
yky,1,0.25,0,ykm,Ubangi,Yakoma
yle,7,0.7428571428571429,0.7142857142857143,yel,Yele,Yelî Dnye
yli,1,0.25,0,yli,Dani,Yali
ynd,5,0.8,0.8,inn,Central Pama-Nyungan,Innamincka
ynn,1,0,0,yan,Yana,Yana
yns,2,0.5,0.5,yns,Bantoid,Yansi
yok,9.666666666666666,0.5691919191919191,0.554978354978355,wik,Yokuts,Wikchamni
yon,3,0.33333333333333337,0.33333333333333337,kti,Ok,"Kati (in West Papua, Indonesia)"
yor,28,0.1778486394557823,0.1107142857142857,yor,Defoid,Yoruba
yrb,7,0.8571428571428571,0.8571428571428571,yar,Yareban,Yareba
yrk,12,0.6699792960662525,0.5988612836438922,nen,Samoyedic,Nenets (Forest)
yss,5,0.4666666666666667,0.3333333333333333,yes,Tama Sepik,Yessan-Mayo
yua,4,0.5625,0.5,yct,Mayan,Yucatec
yuc,17,0.6470588235294118,0.6274509803921569,yuc,NA,Yuchi
yue,16,0.16875,0.125,cnt,Chinese,Cantonese
yuf,9,0.8888888888888888,0.8888888888888888,hav,Yuman,Havasupai
yuj,1,0,0,kyr,Eastern Pauwasi,Karkar-Yuri
yul,4.5,0.9,0.9,big,Bongo-Bagirmi,Binga
yum,1,1,1,que,Yuman,Quechan
yur,21,0.5248299319727892,0.5,yur,Yurok,Yurok
yux,26,0.6118589743589743,0.5714285714285714,yko,Yukaghir,Yukaghir (Kolyma)
yuy,4,0.75,0.75,shy,Mongolic,Shira Yughur
yva,1,0.6666666666666666,0.5,yaw,NA,Yawa
ywr,2,0.8333333333333333,0.8,ywr,Nyulnyulan,Yawuru
ywt,10,0,0,lal,Burmese-Lolo,Lalo
yyr,1,1,1,yir,Northern Pama-Nyungan,Yir Yoront
zab,1,1,1,zsq,Zapotecan,Zapotec (San Lucas Quiaviní)
zag,9,0.6666666666666666,0.6666666666666666,zag,Eastern Saharan,Beria
zai,10,0.4,0.4,zai,Zapotecan,Zapotec (Isthmus)
zav,4,0.75,0.75,zya,Zapotecan,Zapotec (Yatzachi)
zaw,7,1,1,zap,Zapotecan,Zapotec (Mitla)
zay,9,0.7777777777777778,0.7777777777777778,zay,North Omotic,Zayse
zen,2,1,1,zen,Berber,Zenaga
zga,4,1,1,kga,Bantoid,Kinga
zgb,7,0.14285714285714288,0.14285714285714288,zhn,Kam-Tai,Zhuang (Northern)
zik,1,1,1,zim,Marind,Zimakani
zkk,1,0,0,kkw,NA,Karankawa
zmc,10,0.62,0.6,mny,Northern Pama-Nyungan,Margany
zml,1,0,0,mdl,Eastern Daly,Matngele
zmr,17,0.3333333333333333,0.2941176470588235,mku,Wagaydy,Maranungku
zmt,1,1,1,mrr,Bringen,Maringarr
zmu,5,0.8,0.8,mrw,Southeastern Pama-Nyungan,Muruwari
zne,7,0.9714285714285714,0.9642857142857143,zan,Ubangi,Zande
zoc,13.5,0.7357142857142858,0.7176406926406926,zqc,Mixe-Zoque,Zoque (Copainalá)
zoh,4,0.5,0.5,zch,Mixe-Zoque,Zoque (Chimalapa)
zpi,1,0.16666666666666666,0,zaq,Zapotecan,Zapotec (Quiegolani)
zpq,6,0.5,0.5,zzo,Zapotecan,Zapotec (Zoogocho)
zro,5,1,1,zpr,Zaparoan,Zaparo
zrs,3,1,1,mrs,Mairasi-Tanahmerah,Mairasi
zul,27,0.6840828924162258,0.6481481481481481,zno,Bantoid,Zulu (Northern)
zun,16,0.4630208333333333,0.39583333333333337,zun,NA,Zuni
NA,3.6470588235294117,0.6638496307613955,0.652295008912656,aab,Kombio-Arapesh,Arapesh (Abu)
